date,geoid,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
1/21/2020,USA,1,0.14,0,0,0,0
1/22/2020,USA,0,0.14,0,0,0,0
1/23/2020,USA,0,0.14,0,0,0,0
1/24/2020,USA,1,0.29,0,0,0,0
1/25/2020,USA,1,0.43,0,0,0,0
1/26/2020,USA,2,0.71,0,0,0,0
1/27/2020,USA,0,0.71,0,0,0,0
1/28/2020,USA,0,0.57,0,0,0,0
1/29/2020,USA,0,0.57,0,0,0,0
1/30/2020,USA,1,0.71,0,0,0,0
1/31/2020,USA,1,0.86,0,0,0,0
2/1/2020,USA,1,1,0,0,0,0
2/2/2020,USA,3,1,0,0,0,0
2/3/2020,USA,0,1,0,0,0,0
2/4/2020,USA,0,1,0,0,0,0
2/5/2020,USA,1,1.14,0,0,0,0
2/6/2020,USA,0,0.86,0,0,0,0
2/7/2020,USA,0,0.86,0,0,0,0
2/8/2020,USA,0,0.71,0,0,0,0
2/9/2020,USA,0,0.14,0,0,0,0
2/10/2020,USA,1,0.29,0,0,0,0
2/11/2020,USA,0,0.29,0,0,0,0
2/12/2020,USA,1,0.29,0,0,0,0
2/13/2020,USA,1,0.43,0,0,0,0
2/14/2020,USA,0,0.43,0,0,0,0
2/15/2020,USA,0,0.43,0,0,0,0
2/16/2020,USA,0,0.43,0,0,0,0
2/17/2020,USA,10,1.71,0,0,0,0
2/18/2020,USA,0,1.71,0,0,0,0
2/19/2020,USA,0,1.71,0,0,0,0
2/20/2020,USA,2,1.71,0,0,0,0
2/21/2020,USA,3,2.14,0,0,0,0
2/22/2020,USA,0,2.14,0,0,0,0
2/23/2020,USA,0,2.14,0,0,0,0
2/24/2020,USA,13,2.57,0,0,0,0
2/25/2020,USA,2,2.8,0,0,0,0
2/26/2020,USA,15,4.34,0,0,0,0
2/27/2020,USA,0,4.34,0,0,0,0
2/28/2020,USA,5,4.83,0,0,0,0
2/29/2020,USA,5,5,0,1,0.14,0
3/1/2020,USA,18,6.66,0,2,0.43,0
3/2/2020,USA,16,9.8,0,3,0.86,0
3/3/2020,USA,21,11.2,0,4,1.25,0
3/4/2020,USA,36,13.03,0,2,1.37,0
3/5/2020,USA,67,20.01,0.01,0,1.37,0
3/6/2020,USA,83,35.21,0.01,3,1.52,0
3/7/2020,USA,117,51.13,0.02,4,2.57,0
3/8/2020,USA,119,64.92,0.02,3,2.71,0
3/9/2020,USA,201,89.05,0.03,4,2.77,0
3/10/2020,USA,270,124.02,0.04,5,2.84,0
3/11/2020,USA,245,151.11,0.05,6,3.57,0
3/12/2020,USA,405,202.28,0.06,6,4.05,0
3/13/2020,USA,556,270.57,0.08,7,4.87,0
3/14/2020,USA,674,342.93,0.1,10,5.63,0
3/15/2020,USA,702,427.56,0.13,8,6.1,0
3/16/2020,USA,907,530.94,0.16,23,8.72,0
3/17/2020,USA,1399,690.72,0.21,26,11.3,0
3/18/2020,USA,2444,1006.65,0.3,45,15.66,0
3/19/2020,USA,4043,1518.99,0.46,50,20.65,0.01
3/20/2020,USA,5619,2242.91,0.68,65,26.33,0.01
3/21/2020,USA,6516,3070.73,0.93,83,40.74,0.01
3/22/2020,USA,8545,4201.46,1.27,98,51.79,0.02
3/23/2020,USA,10432,5565.32,1.68,121,65.79,0.02
3/24/2020,USA,10433,6855.07,2.07,206,88.58,0.03
3/25/2020,USA,14634,8600.43,2.59,269,123.06,0.04
3/26/2020,USA,16998,10453.86,3.15,299,157.81,0.05
3/27/2020,USA,17330,12121.41,3.65,417,207.75,0.06
3/28/2020,USA,21066,14193.48,4.28,530,274.57,0.08
3/29/2020,USA,18520,15630.43,4.71,418,319.01,0.1
3/30/2020,USA,21469,17204.61,5.19,650,390.93,0.12
3/31/2020,USA,24506,19217.34,5.79,936,497.65,0.15
4/1/2020,USA,26930,20971.86,6.32,1021,606.75,0.18
4/2/2020,USA,29717,22790.1,6.87,1216,737.69,0.22
4/3/2020,USA,32318,24932.29,7.51,1391,879.29,0.26
4/4/2020,USA,35099,26936.88,8.12,1556,1025.28,0.31
4/5/2020,USA,25616,27951.16,8.42,1368,1162.74,0.35
4/6/2020,USA,30916,29300.57,8.83,1526,1289,0.39
4/7/2020,USA,30337,30136.3,9.08,2234,1473.49,0.44
4/8/2020,USA,31820,30831.35,9.29,2085,1627.98,0.49
4/9/2020,USA,34699,31535.71,9.5,2120,1756.78,0.53
4/10/2020,USA,33473,31700.29,9.55,2263,1880.4,0.57
4/11/2020,USA,31720,31219.43,9.41,2084,1955.44,0.59
4/12/2020,USA,27143,31509.86,9.5,1681,2001.23,0.6
4/13/2020,USA,25769,30840.43,9.29,1764,2033.7,0.61
4/14/2020,USA,26691,30430.56,9.17,2705,2103.26,0.63
4/15/2020,USA,30033,30096.99,9.07,2752,2182.35,0.66
4/16/2020,USA,31613,29613.42,8.92,2349,2214.47,0.67
4/17/2020,USA,31509,29372.76,8.85,2289,2222.34,0.67
4/18/2020,USA,28398,28816.48,8.68,1951,2205.62,0.66
4/19/2020,USA,25334,28523.62,8.6,1520,2177.32,0.66
4/20/2020,USA,27395,28728.2,8.66,1837,2189.51,0.66
4/21/2020,USA,25514,28613.54,8.62,2672,2191.8,0.66
4/22/2020,USA,28831,28440.49,8.57,2371,2145.83,0.65
4/23/2020,USA,33776,28789.06,8.68,2169,2123,0.64
4/24/2020,USA,36741,29430.71,8.87,2132,2100.62,0.63
4/25/2020,USA,34408,30307.07,9.13,1967,2103.46,0.63
4/26/2020,USA,26735,30422.81,9.17,1253,2061.63,0.62
4/27/2020,USA,23197,29851.24,9,1442,2008.09,0.61
4/28/2020,USA,24651,29669.43,8.94,2394,1970.54,0.59
4/29/2020,USA,26555,29356.51,8.85,2514,1992.39,0.6
4/30/2020,USA,30357,28862.05,8.7,2210,1992.3,0.6
5/1/2020,USA,33970,28555.9,8.61,1762,1951.29,0.59
5/2/2020,USA,29474,27845.87,8.39,1583,1880.89,0.57
5/3/2020,USA,26140,27860.49,8.4,1331,1899.93,0.57
5/4/2020,USA,21962,27603.21,8.32,1089,1843.5,0.56
5/5/2020,USA,23709,27471.63,8.28,2234,1819.14,0.55
5/6/2020,USA,24506,27265.91,8.22,2708,1792.35,0.54
5/7/2020,USA,28478,26909.23,8.11,1958,1726.15,0.52
5/8/2020,USA,27648,25991.09,7.83,1575,1678.25,0.51
5/9/2020,USA,24868,25343.34,7.64,1454,1655.3,0.5
5/10/2020,USA,20317,24422.39,7.36,932,1636.05,0.49
5/11/2020,USA,17621,23878.98,7.2,982,1577.2,0.48
5/12/2020,USA,22300,23676.46,7.14,1652,1503.47,0.45
5/13/2020,USA,21145,23080.61,6.96,1768,1467.59,0.44
5/14/2020,USA,26962,22980.5,6.93,1738,1436.73,0.43
5/15/2020,USA,26237,22778.34,6.86,1593,1445.31,0.44
5/16/2020,USA,23659,22590.84,6.81,1225,1415.58,0.43
5/17/2020,USA,19014,22419.54,6.76,844,1401.65,0.42
5/18/2020,USA,21827,23021.29,6.94,846,1381.77,0.42
5/19/2020,USA,20977,22832.57,6.88,1520,1361.82,0.41
5/20/2020,USA,23070,23106.71,6.96,1477,1319.91,0.4
5/21/2020,USA,25733,22938.96,6.91,1311,1259.66,0.38
5/22/2020,USA,23799,22583.59,6.81,1288,1216.02,0.37
5/23/2020,USA,22268,22385.62,6.75,1050,1189.67,0.36
5/24/2020,USA,20031,22533.04,6.79,620,1157.22,0.35
5/25/2020,USA,19100,22158.22,6.68,510,1120.59,0.34
5/26/2020,USA,18896,21857.58,6.59,747,1003.08,0.3
5/27/2020,USA,18744,21330.53,6.43,1485,1001.9,0.3
5/28/2020,USA,22512,20807.52,6.27,1200,986.31,0.3
5/29/2020,USA,24548,21012.48,6.33,1190,973.13,0.29
5/30/2020,USA,23397,21100.19,6.36,963,960.64,0.29
5/31/2020,USA,20634,21192.76,6.39,604,959.9,0.29
6/1/2020,USA,21897,20980.94,6.32,734,961.82,0.29
6/2/2020,USA,20791,21238.95,6.4,1082,1016.55,0.31
6/3/2020,USA,19987,21410.86,6.45,989,957.25,0.29
6/4/2020,USA,21616,21289.29,6.42,1008,928.84,0.28
6/5/2020,USA,28709,21263.55,6.41,1112,881.68,0.27
6/6/2020,USA,22516,21225.57,6.4,728,849.15,0.26
6/7/2020,USA,18616,20915.5,6.3,390,821.56,0.25
6/8/2020,USA,18207,20916.49,6.3,722,830.14,0.25
6/9/2020,USA,18805,20596.11,6.21,1030,824.14,0.25
6/10/2020,USA,22852,20774.43,6.26,929,809.06,0.24
6/11/2020,USA,23202,20993.49,6.33,877,790.96,0.24
6/12/2020,USA,25493,21130.54,6.37,779,780.01,0.24
6/13/2020,USA,25334,21528.15,6.49,692,776.12,0.23
6/14/2020,USA,19130,21593.85,6.51,317,761.85,0.23
6/15/2020,USA,20117,21899.9,6.6,448,726.09,0.22
6/16/2020,USA,24885,22755.04,6.86,769,690.67,0.21
6/17/2020,USA,25655,23458.36,7.07,761,668.56,0.2
6/18/2020,USA,28059,24096.08,7.26,727,648.38,0.2
6/19/2020,USA,30836,25146.51,7.58,698,636.45,0.19
6/20/2020,USA,32025,26248.22,7.91,546,617.48,0.19
6/21/2020,USA,26379,27171.94,8.19,257,603.52,0.18
6/22/2020,USA,30466,28533.79,8.6,360,590.23,0.18
6/23/2020,USA,35060,29985.54,9.04,833,590.24,0.18
6/24/2020,USA,36989,31663.27,9.54,767,589.33,0.18
6/25/2020,USA,41173,33262.14,10.02,2466,575.25,0.17
6/26/2020,USA,45528,35053.07,10.56,633,565.54,0.17
6/27/2020,USA,42299,36569.14,11.02,511,557.95,0.17
6/28/2020,USA,39508,38251.99,11.53,271,555.57,0.17
6/29/2020,USA,39496,39739.56,11.98,347,566.82,0.17
6/30/2020,USA,48389,41649.14,12.55,1300,568.64,0.17
7/1/2020,USA,49975,43481.14,13.1,642,551.96,0.17
7/2/2020,USA,55559,45822,13.81,723,559.4,0.17
7/3/2020,USA,57154,47482.32,14.31,591,561.6,0.17
7/4/2020,USA,50006,48662.73,14.67,261,524.81,0.16
7/5/2020,USA,44767,49368.3,14.88,262,518.97,0.16
7/6/2020,USA,47316,50467,15.21,391,523.96,0.16
7/7/2020,USA,54084,51265.04,15.45,958,546.71,0.16
7/8/2020,USA,59455,52620.14,15.86,948,590.72,0.18
7/9/2020,USA,59889,53238.71,16.04,841,608.41,0.18
7/10/2020,USA,68227,54820.57,16.52,828,640.81,0.19
7/11/2020,USA,60721,56039.46,16.89,675,697.2,0.21
7/12/2020,USA,57805,58212.18,17.54,395,714.06,0.22
7/13/2020,USA,61567,60230.31,18.15,425,716.58,0.22
7/14/2020,USA,65602,61897.29,18.65,954,725.79,0.22
7/15/2020,USA,68342,63164.71,19.04,971,726.5,0.22
7/16/2020,USA,75687,65421.57,19.72,958,736.27,0.22
7/17/2020,USA,70923,65806.86,19.83,901,745.64,0.22
7/18/2020,USA,62451,66363.71,20,775,760.37,0.23
7/19/2020,USA,62275,66749.14,20.12,412,758.46,0.23
7/20/2020,USA,59888,66489.06,20.04,531,774.88,0.23
7/21/2020,USA,65277,66469.79,20.03,1127,802.73,0.24
7/22/2020,USA,69739,66669.43,20.09,1136,836.88,0.25
7/23/2020,USA,70006,65830.57,19.84,1116,865.38,0.26
7/24/2020,USA,73525,66119.88,19.93,1146,887.59,0.27
7/25/2020,USA,66776,66787.07,20.13,884,907.65,0.27
7/26/2020,USA,54217,65590.49,19.77,440,904.56,0.27
7/27/2020,USA,59181,65478.43,19.73,1696,920.76,0.28
7/28/2020,USA,63116,65172.33,19.64,1327,957.35,0.29
7/29/2020,USA,66782,64687.78,19.5,1396,998.55,0.3
7/30/2020,USA,68948,64548.3,19.45,1261,1021.02,0.31
7/31/2020,USA,69088,63994.02,19.29,1429,1067.27,0.32
8/1/2020,USA,56828,62527.8,18.84,1055,1078.07,0.32
8/2/2020,USA,50794,62040,18.7,420,1071.91,0.32
8/3/2020,USA,47484,60371.4,18.19,608,1076.04,0.32
8/4/2020,USA,53549,59013.1,17.79,1356,1080.03,0.33
8/5/2020,USA,53723,57201.81,17.24,1253,1063.23,0.32
8/6/2020,USA,57514,55566.12,16.75,1071,1053.96,0.32
8/7/2020,USA,61157,54435.57,16.41,1356,1038.43,0.31
8/8/2020,USA,55240,54210.86,16.34,966,1031.54,0.31
8/9/2020,USA,48480,53876.04,16.24,539,1042.44,0.31
8/10/2020,USA,47173,53840.57,16.23,537,1033.16,0.31
8/11/2020,USA,53357,53812.57,16.22,1451,1050.81,0.32
8/12/2020,USA,54278,53897.71,16.24,1478,1077.22,0.32
8/13/2020,USA,54061,53398.57,16.09,1213,1083.47,0.33
8/14/2020,USA,59477,53159.37,16.02,1176,1062.47,0.32
8/15/2020,USA,50743,52680.52,15.88,1059,1069.81,0.32
8/16/2020,USA,42137,51749.23,15.6,514,1065.24,0.32
8/17/2020,USA,37523,50374.43,15.18,535,1068.52,0.32
8/18/2020,USA,43233,48909.05,14.74,1349,1051.75,0.32
8/19/2020,USA,43013,47328.54,14.26,1295,1023.18,0.31
8/20/2020,USA,46029,46184.91,13.92,1043,1000.81,0.3
8/21/2020,USA,49029,44694.34,13.47,1161,994.4,0.3
8/22/2020,USA,45026,43731.05,13.18,950,979.38,0.3
8/23/2020,USA,32333,42386.77,12.77,446,966.72,0.29
8/24/2020,USA,40404,42592.45,12.84,504,962.75,0.29
8/25/2020,USA,39183,42045.57,12.67,1213,948.51,0.29
8/26/2020,USA,45319,42238.71,12.73,1193,939.77,0.28
8/27/2020,USA,45612,42269.14,12.74,1126,950.35,0.29
8/28/2020,USA,46564,41937.14,12.64,1010,931.74,0.28
8/29/2020,USA,44609,41859.27,12.62,871,919.79,0.28
8/30/2020,USA,33429,41869.21,12.62,374,902.83,0.27
8/31/2020,USA,36487,41518.14,12.51,488,901.53,0.27
9/1/2020,USA,44049,41486,12.5,1091,885.29,0.27
9/2/2020,USA,32444,40997.68,12.36,1076,882.43,0.27
9/3/2020,USA,46397,41120.43,12.39,1078,864.62,0.26
9/4/2020,USA,52101,42013.14,12.66,980,862.34,0.26
9/5/2020,USA,42253,41602.14,12.54,712,836.55,0.25
9/6/2020,USA,29998,40957.57,12.34,411,837.86,0.25
9/7/2020,USA,25166,39366.9,11.86,263,814.83,0.25
9/8/2020,USA,28942,37928.76,11.43,458,720.63,0.22
9/9/2020,USA,33332,36920.48,11.13,1175,731,0.22
9/10/2020,USA,38061,35711.76,10.76,915,713,0.21
9/11/2020,USA,47567,35072.05,10.57,1227,744.89,0.22
9/12/2020,USA,39104,34622.14,10.43,701,741.58,0.22
9/13/2020,USA,33343,35172.29,10.6,399,737.64,0.22
9/14/2020,USA,36887,36619.2,11.04,450,753.75,0.23
9/15/2020,USA,39217,38215.86,11.52,1281,842.01,0.25
9/16/2020,USA,39268,39048.46,11.77,997,819.81,0.25
9/17/2020,USA,45310,40099.3,12.08,849,812.89,0.24
9/18/2020,USA,48887,40286.87,12.14,949,772.39,0.23
9/19/2020,USA,41811,40778.57,12.29,670,773.11,0.23
9/20/2020,USA,36356,41063.11,12.38,213,751.97,0.23
9/21/2020,USA,54952,41207.13,12.42,430,749.83,0.23
9/22/2020,USA,37391,41055.29,12.37,941,754.15,0.23
9/23/2020,USA,41549,41041.46,12.37,1090,761.83,0.23
9/24/2020,USA,45204,41255.11,12.43,885,763.82,0.23
9/25/2020,USA,54581,41139.43,12.4,853,758.38,0.23
9/26/2020,USA,42695,40965.07,12.35,769,763.49,0.23
9/27/2020,USA,37298,41309.64,12.45,267,749.32,0.23
9/28/2020,USA,37360,41169.9,12.41,350,745.39,0.22
9/29/2020,USA,43697,42389.13,12.78,926,741.79,0.22
9/30/2020,USA,42058,42477.12,12.8,974,739.18,0.22
10/1/2020,USA,46418,42780.36,12.89,847,732.03,0.22
10/2/2020,USA,53580,43391.64,13.08,865,721.47,0.22
10/3/2020,USA,47779,44059.3,13.28,709,715.01,0.22
10/4/2020,USA,35063,43678.05,13.16,333,721.14,0.22
10/5/2020,USA,62413,44373.71,13.37,429,724.68,0.22
10/6/2020,USA,42862,44203.26,13.32,721,704.78,0.21
10/7/2020,USA,53017,45885.57,13.83,996,703.37,0.21
10/8/2020,USA,56382,47323.36,14.26,928,710.64,0.21
10/9/2020,USA,58962,48098.21,14.5,915,722.86,0.22
10/10/2020,USA,51648,48899.59,14.74,592,712.8,0.21
10/11/2020,USA,44783,49937.56,15.05,419,712.54,0.21
10/12/2020,USA,48016,50859.7,15.33,351,704.24,0.21
10/13/2020,USA,54393,52457.58,15.81,826,719.1,0.22
10/14/2020,USA,59853,53434.29,16.1,1009,719.94,0.22
10/15/2020,USA,65353,54715.21,16.49,793,716.53,0.22
10/16/2020,USA,70464,56358.36,16.99,891,720.96,0.22
10/17/2020,USA,52761,56523.71,17.03,678,711.25,0.21
10/18/2020,USA,47882,57772.29,17.41,387,719.43,0.22
10/19/2020,USA,65440,59361.44,17.89,517,729.81,0.22
10/20/2020,USA,60594,60334.81,18.18,929,750.21,0.23
10/21/2020,USA,64237,60961.1,18.37,1208,795.95,0.24
10/22/2020,USA,75130,62358.24,18.79,828,776.61,0.23
10/23/2020,USA,85297,64099.8,19.32,930,783.04,0.24
10/24/2020,USA,78579,67262.72,20.27,872,807.21,0.24
10/25/2020,USA,59715,68400.53,20.61,339,794,0.24
10/26/2020,USA,74638,70741.83,21.32,537,802.24,0.24
10/27/2020,USA,74387,72739.24,21.92,983,813.98,0.25
10/28/2020,USA,81882,75274.38,22.69,1018,788.25,0.24
10/29/2020,USA,90669,77529.95,23.37,1004,810.99,0.24
10/30/2020,USA,99868,79962.67,24.1,968,817.41,0.25
10/31/2020,USA,84207,80766.13,24.34,838,811.9,0.24
11/1/2020,USA,74195,82648.77,24.91,428,820.87,0.25
11/2/2020,USA,94006,85497.13,25.77,540,824.7,0.25
11/3/2020,USA,92416,88094.1,26.55,1130,844.66,0.25
11/4/2020,USA,108078,91858.38,27.68,1616,869.4,0.26
11/5/2020,USA,121349,96266.1,29.01,1108,888.87,0.27
11/6/2020,USA,132823,100959.83,30.43,1248,931.05,0.28
11/7/2020,USA,125931,106991.12,32.24,1007,955.65,0.29
11/8/2020,USA,103413,111346.97,33.56,464,949.36,0.29
11/9/2020,USA,130449,116351.21,35.07,745,978.46,0.29
11/10/2020,USA,139750,123113.21,37.1,1464,1031.11,0.31
11/11/2020,USA,142878,128230.21,38.65,1431,1081.76,0.33
11/12/2020,USA,163651,134128.21,40.42,1172,1089.53,0.33
11/13/2020,USA,181496,141081.36,42.52,1390,1107.44,0.33
11/14/2020,USA,159033,145810.21,43.94,1210,1127.89,0.34
11/15/2020,USA,135186,150048.25,45.22,623,1149.83,0.35
11/16/2020,USA,166563,155508.14,46.87,796,1149.68,0.35
11/17/2020,USA,161631,158633.95,47.81,1607,1175.91,0.35
11/18/2020,USA,172280,162561.7,48.99,1924,1242.3,0.37
11/19/2020,USA,187508,166240.6,50.1,1961,1355.11,0.41
11/20/2020,USA,198859,168722.8,50.85,1957,1437.7,0.43
11/21/2020,USA,171933,170565.66,51.4,1425,1469.59,0.44
11/22/2020,USA,140794,171333.31,51.64,843,1495.52,0.45
11/23/2020,USA,179623,173230.28,52.21,1038,1526.26,0.46
11/24/2020,USA,177858,175550.88,52.91,2209,1611.77,0.49
11/25/2020,USA,180590,176739.88,53.27,2313,1686.27,0.51
11/26/2020,USA,102994,170632.16,51.42,1178,1641.14,0.49
11/27/2020,USA,205839,165698.31,49.94,1412,1514.85,0.46
11/28/2020,USA,151408,162723.7,49.04,1192,1481.64,0.45
11/29/2020,USA,136122,162062,48.84,818,1460.88,0.44
11/30/2020,USA,167658,160353.14,48.33,1270,1493.89,0.45
12/1/2020,USA,184228,161262.71,48.6,2608,1549.07,0.47
12/2/2020,USA,201172,164179.36,49.48,2886,1625.75,0.49
12/3/2020,USA,217738,175144.45,52.78,2856,1801.47,0.54
12/4/2020,USA,231368,184190.82,55.51,2637,2025.31,0.61
12/5/2020,USA,205708,191970.2,57.86,2190,2163.12,0.65
12/6/2020,USA,171921,197090.49,59.4,1111,2218.09,0.67
12/7/2020,USA,204523,202356.41,60.99,1534,2256.57,0.68
12/8/2020,USA,219714,204765.77,61.71,2821,2262.85,0.68
12/9/2020,USA,219716,207277.21,62.47,3156,2305.91,0.69
12/10/2020,USA,225225,208570.78,62.86,2941,2343.66,0.71
12/11/2020,USA,280513,209437.63,63.12,2955,2376.95,0.72
12/12/2020,USA,207532,209306.78,63.08,2255,2385.77,0.72
12/13/2020,USA,184219,210345.92,63.39,1357,2423.77,0.73
12/14/2020,USA,200885,210850.49,63.55,1678,2434.24,0.73
12/15/2020,USA,203153,210984.35,63.59,3025,2498.83,0.75
12/16/2020,USA,244827,214770.43,64.73,3611,2574.44,0.78
12/17/2020,USA,237709,216246.29,65.17,3298,2609.99,0.79
12/18/2020,USA,251190,218502.14,65.85,2870,2615.96,0.79
12/19/2020,USA,193905,216284.73,65.18,2561,2635.39,0.79
12/20/2020,USA,179911,215935.87,65.08,1429,2641.96,0.8
12/21/2020,USA,201518,216028.59,65.11,1963,2692.07,0.81
12/22/2020,USA,201637,215815.57,65.04,3239,2714.25,0.82
12/23/2020,USA,227763,213378.39,64.31,3412,2685.16,0.81
12/24/2020,USA,193511,207257,62.46,2824,2624.08,0.79
12/25/2020,USA,100931,194654.14,58.66,1129,2489.7,0.75
12/26/2020,USA,216861,189991.3,57.26,1646,2279.58,0.69
12/27/2020,USA,152089,185516.16,55.91,1230,2228.93,0.67
12/28/2020,USA,189010,183117.59,55.19,1899,2192.03,0.66
12/29/2020,USA,201030,183031.27,55.16,3628,2258.46,0.68
12/30/2020,USA,228949,183194.51,55.21,3808,2315.95,0.7
12/31/2020,USA,231024,188525.43,56.82,3462,2399.79,0.72
1/1/2021,USA,147248,195604.95,58.95,1920,2507.56,0.76
1/2/2021,USA,291610,205234.9,61.85,2373,2586.62,0.78
1/3/2021,USA,201780,212411.22,64.02,1351,2606.8,0.79
1/4/2021,USA,251830,215016.45,64.8,2049,2652.15,0.8
